,Magnetic Field (Oe),True Field (Oe)
597,17156.7445,17624.323703612743
598,17136.6905,17616.9205445747
599,17117.341,17585.886451252944
600,17096.1565,17586.751326461464
601,17075.3955,17595.595783777342
602,17055.9055,17553.458698961924
603,17035.9915,17508.893902935804
604,17015.513,17501.51981339848
605,16995.3185,17503.399153984577
606,16974.5575,17464.401358584124
607,16953.9365,17414.866382340013
608,16934.4465,17409.999855207006
609,16913.969,17407.917785002075
610,16894.0555,17365.408744511613
611,16873.859,17359.059500960684
612,16852.532,17353.416263427178
613,16832.4755,17313.528973503933
614,16812.5625,17321.507438748544
615,16792.368,17277.453931265245
616,16772.314,17242.416306066512
617,16751.694,17224.976155429784
618,16730.9315,17210.63765976122
619,16711.16,17207.858089129462
620,16691.672,17195.497395894366
621,16672.464,17151.12364265539
622,16652.6905,17132.78565800815
623,16631.082,17120.491798107174
624,16610.321,17105.11236098444
625,16590.6895,17066.945290001848
626,16570.0695,17040.031622052877
627,16549.4495,17012.65619285608
628,16528.8295,16990.015796338044
629,16507.928,17003.55449768283
630,16487.7315,16979.58989404118
631,16468.1005,16948.356805479263
632,16447.623,16911.948138894415
633,16428.416,16867.621615294636
634,16409.633,16891.972709946458
635,16388.728,16868.381795956368
636,16368.2485,16822.150796109207
637,16348.3385,16789.65087791076
638,16327.154,16785.90228377813
639,16306.8155,16749.844805943063
640,16286.1955,16724.199827781224
641,16265.1515,16736.88313470927
642,16244.956,16712.38783170438
643,16225.183,16674.50840083275
644,16205.41,16679.940754924897
645,16184.9325,16642.221031439174
646,16166.148,16591.314986280562
647,16145.8105,16627.466654049844
648,16124.203,16603.760166848475
649,16104.5725,16573.53195488205
650,16084.2355,16557.152010140206
651,16062.9085,16509.34064434041
652,16042.006,16521.373051907278
653,16021.811,16466.979150602
654,16003.027,16478.891158281654
655,15983.3955,16434.528769286306
656,15963.4825,16413.798303997817
657,15942.7215,16379.593036723421
658,15921.254,16384.64819893326
659,15901.764,16376.739955687106
660,15881.7095,16344.341788043997
661,15861.2305,16315.225426698422
662,15840.753,16298.606682639578
663,15819.7085,16269.618675334334
664,15799.652,16227.699186878051
665,15779.8805,16205.437410973198
666,15760.533,16185.172612246899
667,15740.1965,16165.59360911304
668,15720.4225,16150.259150157599
669,15700.3675,16120.128559592624
670,15679.0425,16119.53098745172
671,15658.845,16104.466743850491
672,15638.6495,16073.5852662139
673,15617.183,16043.305147287547
674,15597.127,16046.618885756101
675,15579.332,16005.545572923413
676,15559.5595,16027.85600359917
677,15538.375,15946.372673433207
678,15517.473,15953.090208611486
679,15496.7125,15921.620240042239
680,15477.6465,15920.804753376664
681,15458.1545,15922.400948318955
682,15437.1115,15889.637233456297
683,15416.212,15854.739396650697
684,15396.4385,15831.565425804643
685,15375.6765,15782.423359884793
686,15354.3505,15722.512914052573
687,15334.5775,15782.99512534109
688,15314.3825,15753.0487415932
689,15293.198,15748.043008336166
690,15273.0015,15718.614170765512
691,15253.23,15691.492701697984
692,15232.8925,15661.812376618154
693,15213.685,15661.040578509765
